股票代码,样本量,均值,标准差,最小值,25%,50% (中位数),75%,最大值,偏度,峰度
sh.601933,2532.0,1.0499274281900071e-05,0.025913110158631434,-0.10617985204122873,-0.012128724844886783,-0.0011013220311711356,0.009903524211897143,0.09732834396056203,0.30434718966611446,4.144368940403417
sh.601939,2547.0,0.00033865397171553937,0.014659180322662316,-0.10576611290532532,-0.006493529310548286,0.0,0.0067001925698195654,0.09544405757412126,-0.06472845819859421,8.093833495383155
sh.601958,2547.0,9.742977938517042e-05,0.025286632107961293,-0.10568200738218347,-0.01172461194935149,0.0,0.01263176090324213,0.0959833538452294,-0.2971623462723,3.4053870564675943
sh.601966,2157.0,-3.820304137326762e-05,0.02407439576347337,-0.1055620066921569,-0.013662226169903603,-0.000831370423387625,0.011812091035878831,0.09548703010101012,0.3559677882748413,2.4602750801193927
sh.601969,2502.0,-0.00033220375654102085,0.030709982655239852,-0.10597008592967302,-0.014150802455568044,0.0,0.01282617297275554,0.09635456632223119,0.019639995237531765,2.544157792677064
sh.601985,2442.0,0.0003417027863672811,0.020043802958421064,-0.10548411741312864,-0.007649197379781815,0.0,0.00788639264760578,0.09594570572339554,0.18964882114707937,8.033236507500003
sh.601988,2547.0,0.0003184690037581801,0.013124522707050073,-0.10580684460966767,-0.005369150088882902,0.0,0.0055710450494554295,0.09575571333809267,0.2267393909972685,12.377751335430638
sh.601989,2396.0,-0.0003216984337980046,0.023464472643032037,-0.10559495476334274,-0.009501259124140252,0.0,0.009014154136622807,0.09565124392768566,-0.15537988551967316,6.103054387518353
sh.601990,1708.0,0.0003758913687068341,0.026705273787803234,-0.10545166920604136,-0.011360666408953004,0.0,0.009868589970968455,0.09597595879030262,0.44242073931060055,4.2044890460206075
sh.601991,2536.0,-0.0002552130782466932,0.022507661007089095,-0.10602807242493967,-0.009788006366162848,0.0,0.009478743954543959,0.09646026618756211,-0.1768000914823774,5.352880767673111
sh.601992,2528.0,-0.0004879984344108614,0.02275480068333408,-0.10660973505825813,-0.010362787035546547,0.0,0.009505034496244813,0.09639184567506577,-0.22617166618834225,5.5177387439487084
sh.601995,1129.0,-3.5739540697661935e-05,0.02482525121610113,-0.10543900551305287,-0.011686719997366025,-0.0006365372589209934,0.010114539249883344,0.09543521887919845,0.45196087192085327,3.3983749341702527
