date,interest_rate,vix
2018-11-19,2.643,28.13
2018-11-20,2.665,27.24
2018-11-21,2.656,27.13
2018-11-22,2.642,26.35
2018-11-23,2.628,25.62
2018-11-26,2.644,25.76
2018-11-27,2.643,24.88
2018-11-28,2.65,24.19
2018-11-29,2.65,24.33
2018-11-30,2.669,24.9
2018-12-03,2.618,22.82
2018-12-04,2.621,20.83
2018-12-05,2.581,20.78
2018-12-06,2.6,20.94
2018-12-07,2.611,19.91
2018-12-10,2.615,20.36
2018-12-11,2.624,20.33
2018-12-12,2.626,20.17
2018-12-13,2.636,19.2
2018-12-14,2.683,19.44
2018-12-17,2.697,20.33
2018-12-18,2.694,20.64
2018-12-19,2.69,20.75
2018-12-20,2.676,23.2
2018-12-21,2.649,23.78
2018-12-24,2.659,22.83
2018-12-25,2.653,23.85
2018-12-26,2.672,23.38
2018-12-27,2.695,23.13
2018-12-28,2.721,22.71
2018-12-29,2.903,22.71
2019-01-02,2.634,22.22
2019-01-03,2.547,21.68
2019-01-04,2.563,21.2
2019-01-07,2.475,21.61
2019-01-08,2.372,20.69
2019-01-09,2.475,18.87
2019-01-10,2.587,18.52
2019-01-11,2.555,18.15
2019-01-14,2.629,18.45
2019-01-15,2.652,17.61
2019-01-16,2.64,16.6
2019-01-17,2.611,17.21
2019-01-18,2.618,17.67
2019-01-21,2.594,18.93
2019-01-22,2.578,17.46
2019-01-23,2.584,16.9
2019-01-24,2.616,15.39
2019-01-25,2.626,15.02
2019-01-28,2.66,16.54
2019-01-29,2.766,17.81
2019-01-30,2.765,18.3
2019-01-31,2.756,18.03
2019-02-01,2.722,18.63
2019-02-02,2.372,18.63
2019-02-03,2.334,18.63
2019-02-11,2.596,19.05
2019-02-12,2.513,18.54
2019-02-13,2.362,20.0
2019-02-14,2.33,21.95
2019-02-15,2.351,20.32
2019-02-18,2.395,21.99
2019-02-19,2.398,22.86
2019-02-20,2.377,23.65
2019-02-21,2.399,22.58
2019-02-22,2.6,22.36
2019-02-25,2.658,32.8
2019-02-26,2.745,30.98
2019-02-27,2.75,30.93
2019-02-28,2.658,29.13
2019-03-01,2.511,27.32
2019-03-04,2.38,29.6
2019-03-05,2.574,30.52
2019-03-06,2.488,31.51
2019-03-07,2.517,32.65
2019-03-08,2.388,33.02
2019-03-11,2.395,30.11
2019-03-12,2.601,30.11
2019-03-13,2.493,30.0
2019-03-14,2.598,28.2
2019-03-15,2.728,27.19
2019-03-18,2.709,27.39
2019-03-19,2.729,29.85
2019-03-20,2.711,29.37
2019-03-21,2.684,30.17
2019-03-22,2.664,29.63
2019-03-25,2.668,27.7
2019-03-26,2.704,27.18
2019-03-27,2.797,26.3
2019-03-28,2.705,25.5
2019-03-29,2.698,27.33
2019-04-01,2.579,29.41
2019-04-02,2.453,29.92
2019-04-03,2.357,29.41
2019-04-04,2.418,31.0
2019-04-08,2.483,32.5
2019-04-09,2.469,31.06
2019-04-10,2.654,31.21
2019-04-11,2.657,31.0
2019-04-12,2.669,28.16
2019-04-15,2.772,28.13
2019-04-16,2.787,28.38
2019-04-17,2.788,28.7
2019-04-18,2.75,28.71
2019-04-19,2.692,28.4
2019-04-22,2.654,29.5
2019-04-23,2.7,27.64
2019-04-24,2.764,27.07
2019-04-25,2.785,26.74
2019-04-26,2.735,25.94
2019-04-28,2.705,25.94
2019-04-29,2.691,25.39
2019-04-30,2.683,25.59
2019-05-05,2.529,25.59
2019-05-06,2.5285,29.41
2019-05-07,2.349,26.24
2019-05-08,2.286,27.2
2019-05-09,2.573,29.04
2019-05-10,2.568,29.04
2019-05-13,2.579,27.73
2019-05-14,2.65,26.68
2019-05-15,2.641,25.09
2019-05-16,2.607,23.93
2019-05-17,2.589,23.75
2019-05-20,2.678,23.21
2019-05-21,2.699,22.47
2019-05-22,2.69,21.55
2019-05-23,2.648,22.17
2019-05-24,2.592,21.76
2019-05-27,2.711,23.09
2019-05-28,2.823,22.25
2019-05-29,2.785,21.55
2019-05-30,2.665,21.78
2019-05-31,2.65,22.37
2019-06-03,2.553,23.15
2019-06-04,2.399,23.68
2019-06-05,2.472,23.33
2019-06-06,2.572,23.41
2019-06-10,2.604,22.3
2019-06-11,2.589,21.62
2019-06-12,2.564,21.66
2019-06-13,2.583,20.87
2019-06-14,2.565,21.15
2019-06-17,2.491,21.09
2019-06-18,2.399,20.3
2019-06-19,2.386,19.55
2019-06-20,2.448,23.12
2019-06-21,2.416,25.27
2019-06-24,2.326,26.22
2019-06-25,2.466,26.31
2019-06-26,2.417,26.02
2019-06-27,2.61,26.99
2019-06-28,2.604,27.95
2019-07-01,2.319,25.69
2019-07-02,2.032,24.78
2019-07-03,2.145,23.8
2019-07-04,2.139,23.38
2019-07-05,2.271,24.07
2019-07-08,2.449,23.31
2019-07-09,2.54,22.29
2019-07-10,2.543,22.36
2019-07-11,2.497,22.7
2019-07-12,2.559,22.58
2019-07-15,2.669,22.68
2019-07-16,2.724,23.01
2019-07-17,2.734,22.57
2019-07-18,2.748,22.41
2019-07-19,2.753,23.33
2019-07-22,2.692,22.05
2019-07-23,2.634,20.76
2019-07-24,2.561,19.78
2019-07-25,2.642,18.16
2019-07-26,2.647,18.49
2019-07-29,2.657,19.58
2019-07-30,2.663,19.63
2019-07-31,2.673,19.98
2019-08-01,2.638,17.99
2019-08-02,2.647,18.68
2019-08-05,2.619,20.59
2019-08-06,2.494,22.21
2019-08-07,2.52,21.28
2019-08-08,2.578,20.77
2019-08-09,2.644,20.147
2019-08-12,2.656,20.46
2019-08-13,2.703,20.38
2019-08-14,2.695,19.798
2019-08-15,2.678,20.45
2019-08-16,2.673,20.34
2019-08-19,2.672,21.04
2019-08-20,2.664,20.83
2019-08-21,2.653,19.99
2019-08-22,2.642,19.8
2019-08-23,2.651,20.07
2019-08-26,2.669,21.23
2019-08-27,2.687,20.18
2019-08-28,2.682,19.97
2019-08-29,2.6702,19.13
2019-08-30,2.665,19.26
2019-09-02,2.653,18.48
2019-09-03,2.61,18.44
2019-09-04,2.604,17.99
2019-09-05,2.636,18.77
2019-09-06,2.652,19.28
2019-09-09,2.652,20.4
2019-09-10,2.628,20.22
2019-09-11,2.645,19.79
2019-09-12,2.65,19.59
2019-09-16,2.642,18.72
2019-09-17,2.638,18.34
2019-09-18,2.654,17.9
2019-09-19,2.709,17.65
2019-09-20,2.731,17.01
2019-09-23,2.732,17.05
2019-09-24,2.676,16.63
2019-09-25,2.572,16.88
2019-09-26,2.577,17.14
2019-09-27,2.59,17.53
2019-09-29,2.692,17.53
2019-09-30,2.843,17.76
2019-10-08,2.688,16.32
2019-10-09,2.627,16.0
2019-10-10,2.595,16.19
2019-10-11,2.556,16.24
2019-10-12,2.591,16.24
2019-10-14,2.651,15.69
2019-10-15,2.684,15.22
2019-10-16,2.686,14.48
2019-10-17,2.663,15.4
2019-10-18,2.691,15.38
2019-10-21,2.691,14.5
2019-10-22,2.789,14.34
2019-10-23,2.693,14.52
2019-10-24,2.661,13.85
2019-10-25,2.669,13.61
2019-10-28,2.671,13.97
2019-10-29,2.67,14.13
2019-10-30,2.683,14.39
2019-10-31,2.685,14.67
2019-11-01,2.616,14.45
2019-11-04,2.529,14.8
2019-11-05,2.498,15.11
2019-11-06,2.546,14.9
2019-11-07,2.595,15.04
2019-11-08,2.57,15.19
2019-11-11,2.555,15.44
2019-11-12,2.649,14.88
2019-11-13,2.675,15.13
2019-11-14,2.682,15.39
2019-11-15,2.737,15.41
2019-11-18,2.728,14.62
2019-11-19,2.611,14.17
2019-11-20,2.497,13.75
2019-11-21,2.426,13.96
2019-11-22,2.536,14.45
2019-11-25,2.596,14.42
2019-11-26,2.598,14.44
2019-11-27,2.589,14.27
2019-11-28,2.597,13.84
2019-11-29,2.607,14.04
2019-12-02,2.478,13.74
2019-12-03,2.343,13.66
2019-12-04,2.426,13.58
2019-12-05,2.433,12.91
2019-12-06,2.482,12.46
2019-12-09,2.506,12.6
2019-12-10,2.45,12.58
2019-12-11,2.493,12.37
2019-12-12,2.431,12.52
2019-12-13,2.474,14.02
2019-12-16,2.5315,13.48
2019-12-17,2.588,14.17
2019-12-18,2.585,14.46
2019-12-19,2.559,15.11
2019-12-20,2.529,14.8
2019-12-23,2.453,14.3
2019-12-24,2.45,13.47
2019-12-25,2.549,13.53
2019-12-26,2.607,13.28
2019-12-27,2.579,13.69
2019-12-30,2.618,14.76
2019-12-31,2.737,15.25
2020-01-02,2.433,15.52
2020-01-03,2.349,15.29
2020-01-06,2.219,16.02
2020-01-07,2.259,16.35
2020-01-08,2.32,16.21
2020-01-09,2.47,15.78
2020-01-10,2.487,15.44
2020-01-13,2.522,15.25
2020-01-14,2.654,14.88
2020-01-15,2.717,14.8
2020-01-16,2.663,14.14
2020-01-17,2.64,13.72
2020-01-19,2.608,13.72
2020-01-20,2.607,14.4
2020-01-21,2.601,15.88
2020-01-22,2.607,15.19
2020-01-23,2.549,17.37
2020-02-03,2.607,32.46
2020-02-04,2.416,23.4
2020-02-05,2.343,21.04
2020-02-06,2.366,21.01
2020-02-07,2.306,22.26
2020-02-10,2.289,21.87
2020-02-11,2.225,20.03
2020-02-12,2.286,19.3
2020-02-13,2.324,19.69
2020-02-14,2.233,18.78
2020-02-17,2.261,18.96
2020-02-18,2.293,19.04
2020-02-19,2.268,19.35
2020-02-20,2.308,19.57
2020-02-21,2.245,20.77
2020-02-24,2.176,22.45
2020-02-25,2.203,23.13
2020-02-26,2.183,23.85
2020-02-27,2.192,20.54
2020-02-28,2.374,24.14
2020-03-02,2.129,21.44
2020-03-03,2.094,20.89
2020-03-04,2.052,21.08
2020-03-05,2.089,21.45
2020-03-06,2.035,22.73
2020-03-09,2.074,28.65
2020-03-10,2.241,27.82
2020-03-11,2.3,27.69
2020-03-12,2.309,30.5
2020-03-13,2.252,37.42
2020-03-16,2.199,40.57
2020-03-17,1.896,40.15
2020-03-18,1.751,35.29
2020-03-19,1.893,37.0
2020-03-20,1.945,32.84
2020-03-23,1.805,38.28
2020-03-24,1.693,35.29
2020-03-25,1.745,34.64
2020-03-26,1.72,33.67
2020-03-27,1.769,34.39
2020-03-30,2.163,33.92
2020-03-31,2.147,31.44
2020-04-01,2.004,29.59
2020-04-02,1.857,27.95
2020-04-03,1.831,28.98
2020-04-07,1.773,26.7
2020-04-08,1.739,24.88
2020-04-09,1.68,23.61
2020-04-10,1.813,22.71
2020-04-13,1.851,21.08
2020-04-14,1.707,20.27
2020-04-15,1.632,20.95
2020-04-16,1.657,20.62
2020-04-17,1.737,20.7
2020-04-20,1.734,20.93
2020-04-21,1.606,20.86
2020-04-22,1.576,20.57
2020-04-23,1.663,19.21
2020-04-24,1.718,18.94
2020-04-26,1.658,18.94
2020-04-27,1.774,18.64
2020-04-28,1.62,18.7
2020-04-29,1.755,19.66
2020-04-30,1.919,21.47
2020-05-06,1.865,20.72
2020-05-07,1.838,19.69
2020-05-08,1.809,18.81
2020-05-09,1.481,18.81
2020-05-11,1.679,19.28
2020-05-12,1.568,19.42
2020-05-13,1.485,19.26
2020-05-14,1.514,19.26
2020-05-15,1.657,18.89
2020-05-18,1.563,18.39
2020-05-19,1.521,17.89
2020-05-20,1.534,17.95
2020-05-21,1.556,18.71
2020-05-22,1.595,21.0
2020-05-25,1.785,19.42
2020-05-26,1.908,18.96
2020-05-27,2.018,19.67
2020-05-28,2.179,19.64
2020-05-29,2.151,19.91
2020-06-01,1.959,18.06
2020-06-02,1.673,17.59
2020-06-03,1.971,18.08
2020-06-04,2.001,18.21
2020-06-05,1.987,17.55
2020-06-08,1.942,17.56
2020-06-09,1.947,17.63
2020-06-10,1.98,18.04
2020-06-11,2.021,18.52
2020-06-12,2.016,18.15
2020-06-15,1.855,19.6
2020-06-16,1.891,17.54
2020-06-17,2.057,17.94
2020-06-18,2.1,18.13
2020-06-19,2.147,18.39
2020-06-22,2.15,19.7
2020-06-23,2.15,19.91
2020-06-24,2.173,20.0
2020-06-28,2.182,20.0
2020-06-29,2.181,18.84
2020-06-30,2.228,17.98
2020-07-01,2.095,18.81
2020-07-02,2.006,22.53
2020-07-03,1.98,25.01
2020-07-06,1.794,37.69
2020-07-07,2.092,35.55
2020-07-08,2.137,33.2
2020-07-09,2.192,32.0
2020-07-10,2.203,31.0
2020-07-13,2.201,30.0
2020-07-14,2.148,29.8
2020-07-15,2.15,30.3
2020-07-16,2.249,32.76
2020-07-17,2.227,28.0
2020-07-20,2.183,28.81
2020-07-21,2.101,27.28
2020-07-22,2.008,26.96
2020-07-23,2.207,27.87
2020-07-24,2.147,31.34
2020-07-27,2.202,29.71
2020-07-28,2.2,28.9
2020-07-29,2.174,29.49
2020-07-30,2.183,29.57
2020-07-31,2.236,30.72
2020-08-03,2.043,31.84
2020-08-04,2.143,32.05
2020-08-05,2.062,31.41
2020-08-06,2.074,31.65
2020-08-07,2.205,30.78
2020-08-10,2.202,30.7
2020-08-11,2.249,29.67
2020-08-12,2.246,29.26
2020-08-13,2.237,28.75
2020-08-14,2.222,28.12
2020-08-17,2.213,31.25
2020-08-18,2.19,31.0
2020-08-19,2.204,29.79
2020-08-20,2.249,29.08
2020-08-21,2.28,28.92
2020-08-24,2.23,27.92
2020-08-25,2.241,27.54
2020-08-26,2.222,28.61
2020-08-27,2.182,26.54
2020-08-28,2.235,27.07
2020-08-31,2.228,26.65
2020-09-01,2.211,26.64
2020-09-02,2.201,27.1
2020-09-03,2.197,27.37
2020-09-04,2.211,27.09
2020-09-07,2.2,27.51
2020-09-08,2.211,26.89
2020-09-09,2.193,26.8
2020-09-10,2.128,25.96
2020-09-11,2.162,24.74
2020-09-14,2.161,23.31
2020-09-15,2.133,22.7
2020-09-16,2.185,21.98
2020-09-17,2.199,21.97
2020-09-18,2.233,23.29
2020-09-21,2.262,23.8
2020-09-22,2.332,23.93
2020-09-23,2.149,23.39
2020-09-24,2.148,24.61
2020-09-25,2.044,24.79
2020-09-27,1.953,24.79
2020-09-28,2.418,26.35
2020-09-29,2.283,27.63
2020-09-30,2.331,28.28
2020-10-09,2.174,22.89
2020-10-10,2.029,22.89
2020-10-12,2.073,25.09
2020-10-13,2.092,24.51
2020-10-14,2.136,23.71
2020-10-15,2.191,24.22
2020-10-16,2.199,24.0
2020-10-19,2.23,23.05
2020-10-20,2.261,22.46
2020-10-21,2.207,22.66
2020-10-22,2.19,22.74
2020-10-23,2.205,23.1
2020-10-26,2.227,23.04
2020-10-27,2.33,24.09
2020-10-28,2.385,22.81
2020-10-29,2.353,22.72
2020-10-30,2.418,23.73
2020-11-02,2.464,24.59
2020-11-03,2.18,24.45
2020-11-04,2.092,22.85
2020-11-05,2.071,23.04
2020-11-06,2.215,21.98
2020-11-09,2.272,23.24
2020-11-10,2.269,23.02
2020-11-11,2.306,22.38
2020-11-12,2.335,21.95
2020-11-13,2.433,21.15
2020-11-16,2.339,21.12
2020-11-17,2.238,20.91
2020-11-18,2.21,21.55
2020-11-19,2.231,21.79
2020-11-20,2.228,20.83
2020-11-23,2.193,22.14
2020-11-24,2.232,21.35
2020-11-25,2.224,20.83
2020-11-26,2.294,19.96
2020-11-27,2.336,20.77
2020-11-30,2.356,21.16
2020-12-01,1.972,23.77
2020-12-02,1.925,24.14
2020-12-03,2.104,23.96
2020-12-04,2.116,23.05
2020-12-07,2.119,21.76
2020-12-08,2.101,21.0
2020-12-09,2.074,19.98
2020-12-10,2.063,19.02
2020-12-11,2.178,19.64
2020-12-14,2.143,18.71
2020-12-15,2.062,18.66
2020-12-16,1.815,18.7
2020-12-17,1.961,19.05
2020-12-18,2.148,18.52
2020-12-21,2.05,20.25
2020-12-22,2.061,19.46
2020-12-23,2.064,19.26
2020-12-24,1.774,18.54
2020-12-25,2.151,18.16
2020-12-28,2.133,18.56
2020-12-29,2.264,19.02
2020-12-30,2.308,19.13
2020-12-31,2.381,20.26
2021-01-04,1.993,21.0
2021-01-05,1.822,20.84
2021-01-06,1.966,22.59
2021-01-07,1.855,26.1
2021-01-08,2.141,26.08
2021-01-11,2.148,23.44
2021-01-12,1.985,24.97
2021-01-13,1.999,24.38
2021-01-14,2.013,23.94
2021-01-15,2.124,22.12
2021-01-18,2.177,22.56
2021-01-19,2.267,22.78
2021-01-20,2.493,22.5
2021-01-21,2.359,23.29
2021-01-22,2.271,22.18
2021-01-25,2.296,22.97
2021-01-26,2.728,22.97
2021-01-27,2.969,22.48
2021-01-28,2.981,24.34
2021-01-29,3.071,24.53
2021-02-01,3.194,25.04
2021-02-02,2.241,23.19
2021-02-03,2.146,22.01
2021-02-04,2.324,23.04
2021-02-05,2.338,23.53
2021-02-07,2.349,23.53
2021-02-08,2.341,23.93
2021-02-09,2.425,23.54
2021-02-10,2.217,24.98
2021-02-18,2.213,24.56
2021-02-19,2.051,22.44
2021-02-20,1.964,22.44
2021-02-22,2.206,24.59
2021-02-23,2.277,23.89
2021-02-24,2.114,24.84
2021-02-25,2.215,23.18
2021-02-26,2.214,24.26
2021-03-01,2.216,24.34
2021-03-02,2.157,23.71
2021-03-03,1.89,23.33
2021-03-04,2.161,25.08
2021-03-05,1.999,26.96
2021-03-08,2.144,27.73
2021-03-09,2.067,27.17
2021-03-10,2.038,26.07
2021-03-11,2.06,24.07
2021-03-12,2.134,22.56
2021-03-15,2.275,23.26
2021-03-16,2.229,22.47
2021-03-17,2.167,22.71
2021-03-18,2.197,22.26
2021-03-19,2.199,22.77
2021-03-22,2.163,22.03
2021-03-23,2.168,21.24
2021-03-24,1.992,21.65
2021-03-25,2.194,21.36
2021-03-26,2.173,20.19
2021-03-29,2.158,20.29
2021-03-30,2.236,20.23
2021-03-31,2.251,19.89
2021-04-01,2.155,19.14
2021-04-02,2.145,19.27
2021-04-06,2.045,19.59
2021-04-07,1.939,18.93
2021-04-08,2.014,18.59
2021-04-09,2.054,18.52
2021-04-12,2.05,19.31
2021-04-13,2.061,19.43
2021-04-14,2.063,19.17
2021-04-15,2.058,19.38
2021-04-16,2.199,18.91
2021-04-19,2.226,19.54
2021-04-20,2.196,19.51
2021-04-21,2.133,19.68
2021-04-22,2.15,19.61
2021-04-23,2.139,19.69
2021-04-25,2.2,19.69
2021-04-26,2.246,20.6
2021-04-27,2.234,20.01
2021-04-28,2.189,19.54
2021-04-29,2.252,19.61
2021-04-30,2.336,19.5
2021-05-06,2.152,19.24
2021-05-07,1.94,19.07
2021-05-08,1.909,19.07
2021-05-10,1.909,18.98
2021-05-11,2.078,19.19
2021-05-12,2.029,19.42
2021-05-13,2.082,19.44
2021-05-14,2.074,19.62
2021-05-17,2.195,20.41
2021-05-18,2.196,20.04
2021-05-19,2.149,19.52
2021-05-20,2.165,19.39
2021-05-21,2.16,19.18
2021-05-24,2.156,19.3
2021-05-25,2.254,20.61
2021-05-26,2.269,20.75
2021-05-27,2.262,21.0
2021-05-28,2.278,22.48
2021-05-31,2.502,22.95
2021-06-01,2.233,22.71
2021-06-02,2.156,21.37
2021-06-03,2.092,20.53
2021-06-04,2.187,20.74
2021-06-07,2.253,21.28
2021-06-08,2.267,21.77
2021-06-09,2.271,20.95
2021-06-10,2.146,20.15
2021-06-11,2.169,20.31
2021-06-15,2.237,19.89
2021-06-16,2.198,20.78
2021-06-17,2.179,19.76
2021-06-18,2.206,19.75
2021-06-21,2.257,20.09
2021-06-22,2.337,19.64
2021-06-23,2.276,18.28
2021-06-24,2.254,19.3
2021-06-25,2.196,19.02
2021-06-28,2.258,18.47
2021-06-29,2.431,18.35
2021-06-30,2.405,18.93
2021-07-01,2.186,18.37
2021-07-02,1.945,19.64
2021-07-05,2.034,18.69
2021-07-06,2.046,18.38
2021-07-07,2.129,17.66
2021-07-08,2.114,18.45
2021-07-09,2.22,18.39
2021-07-12,2.163,19.02
2021-07-13,2.193,18.63
2021-07-14,2.179,18.62
2021-07-15,2.178,18.45
2021-07-16,2.201,18.32
2021-07-19,2.155,18.56
2021-07-20,2.198,18.91
2021-07-21,2.218,18.31
2021-07-22,2.18,18.27
2021-07-23,2.143,18.14
2021-07-26,2.214,21.36
2021-07-27,2.31,23.46
2021-07-28,2.356,21.96
2021-07-29,2.257,21.22
2021-07-30,2.284,20.72
2021-08-02,2.071,20.67
2021-08-03,2.041,19.67
2021-08-04,2.04,19.83
2021-08-05,1.97,19.64
2021-08-06,1.994,19.15
2021-08-09,2.145,19.14
2021-08-10,2.348,19.55
2021-08-11,2.147,19.36
2021-08-12,2.15,19.34
2021-08-13,2.197,19.29
2021-08-16,2.193,19.76
2021-08-17,2.139,20.81
2021-08-18,2.054,19.7
2021-08-19,2.091,20.5
2021-08-20,2.115,22.51
2021-08-23,2.16,21.38
2021-08-24,2.224,20.13
2021-08-25,2.311,20.12
2021-08-26,2.319,20.82
2021-08-27,2.329,20.43
2021-08-30,2.308,21.24
2021-08-31,2.322,21.18
2021-09-01,2.104,21.11
2021-09-02,2.075,21.6
2021-09-03,2.059,21.39
2021-09-06,2.151,21.08
2021-09-07,2.198,21.37
2021-09-08,2.201,21.48
2021-09-09,2.158,21.27
2021-09-10,2.199,20.91
2021-09-13,2.203,21.26
2021-09-14,2.28,20.77
2021-09-15,2.213,21.1
2021-09-16,2.234,21.85
2021-09-17,2.398,20.08
2021-09-18,2.234,20.08
2021-09-22,2.232,21.88
2021-09-23,2.189,21.0
2021-09-24,2.219,19.86
2021-09-26,2.19,19.86
2021-09-27,1.984,20.22
2021-09-28,2.115,20.76
2021-09-29,2.45,21.49
2021-09-30,2.266,21.63
2021-10-08,2.17,19.83
2021-10-09,1.896,19.83
2021-10-11,2.199,19.45
2021-10-12,2.167,19.3
2021-10-13,2.202,19.46
2021-10-14,2.198,19.21
2021-10-15,2.132,18.86
2021-10-18,2.174,19.8
2021-10-19,2.283,18.81
2021-10-20,2.221,18.79
2021-10-21,2.055,19.12
2021-10-22,2.056,19.09
2021-10-25,2.243,19.56
2021-10-26,2.262,19.37
2021-10-27,2.268,19.15
2021-10-28,2.301,19.74
2021-10-29,2.299,19.5
2021-11-01,2.168,19.83
2021-11-02,2.185,20.81
2021-11-03,2.137,21.08
2021-11-04,2.132,19.95
2021-11-05,2.129,19.46
2021-11-08,2.121,20.12
2021-11-09,2.191,20.14
2021-11-10,2.142,18.71
2021-11-11,2.113,19.53
2021-11-12,2.124,19.27
2021-11-15,2.1,19.48
2021-11-16,2.096,19.33
2021-11-17,2.182,19.21
2021-11-18,2.172,19.11
2021-11-19,2.171,18.84
2021-11-22,2.109,18.5
2021-11-23,2.17,18.35
2021-11-24,2.269,17.91
2021-11-25,2.231,18.36
2021-11-26,2.247,18.44
2021-11-29,2.239,18.73
2021-11-30,2.297,18.52
2021-12-01,2.121,18.26
2021-12-02,2.1,17.71
2021-12-03,2.078,17.12
2021-12-06,2.129,17.34
2021-12-07,2.159,17.46
2021-12-08,2.202,18.66
2021-12-09,2.22,19.67
2021-12-10,2.184,18.8
2021-12-13,2.197,19.26
2021-12-14,2.21,18.62
2021-12-15,2.201,18.03
2021-12-16,2.209,18.01
2021-12-17,2.151,17.82
2021-12-20,2.121,18.59
2021-12-21,2.087,17.85
2021-12-22,2.012,17.66
2021-12-23,2.023,15.2
2021-12-24,1.943,16.02
2021-12-27,2.312,16.5
2021-12-28,2.245,16.44
2021-12-29,2.25,18.13
2021-12-30,2.321,17.32
2021-12-31,2.271,17.6
2022-01-04,2.099,18.11
2022-01-05,2.148,18.51
2022-01-06,2.042,18.76
2022-01-07,2.103,18.01
2022-01-10,2.093,18.11
2022-01-11,2.131,18.05
2022-01-12,2.098,17.45
2022-01-13,2.202,18.87
2022-01-14,2.213,19.34
2022-01-17,2.183,18.67
2022-01-18,2.088,17.92
2022-01-19,2.127,18.15
2022-01-20,2.113,18.05
2022-01-21,2.112,18.34
2022-01-24,2.132,19.22
2022-01-25,2.093,21.42
2022-01-26,2.088,20.51
2022-01-27,2.12,21.11
2022-01-28,2.25,25.19
2022-01-29,2.251,25.19
2022-01-30,2.272,25.19
2022-02-07,2.102,19.67
2022-02-08,2.087,18.72
2022-02-09,2.01,17.99
2022-02-10,1.965,17.52
2022-02-11,2.021,17.19
2022-02-14,2.023,18.05
2022-02-15,2.0,17.99
2022-02-16,2.057,17.08
2022-02-17,2.002,17.03
2022-02-18,2.098,16.67
2022-02-21,2.14,16.62
2022-02-22,2.191,17.75
2022-02-23,2.176,16.77
2022-02-24,2.187,18.8
2022-02-25,2.322,17.81
2022-02-28,2.249,18.15
2022-03-01,2.029,16.93
2022-03-02,2.046,16.88
2022-03-03,2.005,17.46
2022-03-04,2.048,17.371
2022-03-07,2.068,21.12
2022-03-08,2.114,22.71
2022-03-09,2.059,24.85
2022-03-10,2.082,21.5
2022-03-11,2.102,22.672
2022-03-14,2.104,26.35
2022-03-15,2.122,29.42
2022-03-16,2.115,25.49
2022-03-17,2.083,23.18
2022-03-18,2.073,22.89
2022-03-21,2.104,22.35
2022-03-22,2.073,21.09
2022-03-23,2.074,19.55
2022-03-24,2.056,19.08
2022-03-25,2.207,21.14
2022-03-28,2.188,22.92
2022-03-29,2.145,23.26
2022-03-30,2.171,21.33
2022-03-31,2.197,21.13
2022-04-01,2.017,20.68
2022-04-02,1.837,20.68
2022-04-06,2.004,20.29
2022-04-07,2.051,21.15
2022-04-08,1.985,20.54
2022-04-11,1.947,23.29
2022-04-12,2.04,22.09
2022-04-13,1.966,21.99
2022-04-14,1.905,21.0
2022-04-15,1.822,21.08
2022-04-18,1.876,21.75
2022-04-19,1.801,21.68
2022-04-20,1.937,23.08
2022-04-21,1.804,25.01
2022-04-22,1.7,23.98
2022-04-24,1.809,23.98
2022-04-25,1.712,31.18
2022-04-26,1.681,27.93
2022-04-27,1.743,25.56
2022-04-28,1.88,22.84
2022-04-29,2.006,22.08
2022-05-05,1.903,23.39
2022-05-06,1.789,24.91
2022-05-07,1.699,24.91
2022-05-09,1.814,25.28
2022-05-10,1.63,25.13
2022-05-11,1.708,24.06
2022-05-12,1.714,24.54
2022-05-13,1.671,23.81
2022-05-16,1.714,24.1
2022-05-17,1.584,22.96
2022-05-18,1.647,22.25
2022-05-19,1.654,22.2
2022-05-20,1.665,22.06
2022-05-23,1.693,21.46
2022-05-24,1.681,21.53
2022-05-25,1.785,21.29
2022-05-26,1.765,20.91
2022-05-27,1.777,20.32
2022-05-30,1.814,20.64
2022-05-31,1.898,21.1
2022-06-01,1.652,20.82
2022-06-02,1.674,20.71
2022-06-06,1.701,21.28
2022-06-07,1.708,21.63
2022-06-08,1.689,21.97
2022-06-09,1.707,21.37
2022-06-10,1.675,21.04
2022-06-13,1.7,21.47
2022-06-14,1.656,21.58
2022-06-15,1.708,22.75
2022-06-16,1.688,21.65
2022-06-17,1.737,22.35
2022-06-20,1.829,22.24
2022-06-21,1.796,21.72
2022-06-22,1.783,20.58
2022-06-23,1.755,20.28
2022-06-24,1.85,20.03
2022-06-27,1.992,22.0
2022-06-28,1.98,21.82
2022-06-29,2.025,21.99
2022-06-30,2.2,23.329
2022-07-01,1.798,22.868
2022-07-04,1.624,23.11
2022-07-05,1.669,23.032
2022-07-06,1.641,22.76
2022-07-07,1.626,22.293
2022-07-08,1.651,21.59
2022-07-11,1.627,21.97
2022-07-12,1.621,21.35
2022-07-13,1.617,21.015
2022-07-14,1.629,20.67
2022-07-15,1.593,21.176
2022-07-18,1.646,21.2
2022-07-19,1.629,20.94
2022-07-20,1.679,20.15
2022-07-21,1.679,20.355
2022-07-22,1.635,19.918
2022-07-25,1.639,20.407
2022-07-26,1.632,19.376
2022-07-27,1.613,19.648
2022-07-28,1.546,19.7
2022-07-29,1.705,21.31
2022-08-01,1.56,21.57
2022-08-02,1.526,25.36
2022-08-03,1.385,23.47
2022-08-04,1.381,21.33
2022-08-05,1.384,19.557
2022-08-08,1.391,19.71
2022-08-09,1.409,19.45
2022-08-10,1.43,19.917
2022-08-11,1.404,20.006
