date,open,high,low,close,volume,hold,settle,品种,类别,交易所,合约代码
2015-03-27,101870.0,102700.0,100650.0,101090.0,28852,14370,101180.0,镍,金属类,SHFE,NI0
2015-03-30,99010.0,100000.0,96850.0,98380.0,66682,34188,98397.0,镍,金属类,SHFE,NI0
2015-03-31,98000.0,98200.0,93840.0,95040.0,105600,54888,95950.0,镍,金属类,SHFE,NI0
2015-04-01,93800.0,94130.0,91290.0,92450.0,158924,70960,92880.0,镍,金属类,SHFE,NI0
2015-04-02,92870.0,96600.0,92550.0,96160.0,202848,80724,94320.0,镍,金属类,SHFE,NI0
2015-04-03,95970.0,97800.0,95660.0,97300.0,150282,80998,96530.0,镍,金属类,SHFE,NI0
2015-04-07,97380.0,97980.0,95950.0,96420.0,75688,83542,96790.0,镍,金属类,SHFE,NI0
2015-04-08,94500.0,95630.0,93300.0,93950.0,183088,95102,94450.0,镍,金属类,SHFE,NI0
2015-04-09,94450.0,95260.0,93880.0,94300.0,160974,99084,94508.0,镍,金属类,SHFE,NI0
2015-04-10,94500.0,94970.0,93180.0,94540.0,137720,105628,94080.0,镍,金属类,SHFE,NI0
2015-04-13,94280.0,95670.0,93700.0,95180.0,169538,112774,94688.0,镍,金属类,SHFE,NI0
2015-04-14,94780.0,95070.0,92830.0,93100.0,199144,127690,93743.0,镍,金属类,SHFE,NI0
2015-04-15,92710.0,95000.0,92640.0,94730.0,220106,132258,93970.0,镍,金属类,SHFE,NI0
2015-04-16,94500.0,95900.0,94260.0,95400.0,195920,131624,95093.0,镍,金属类,SHFE,NI0
2015-04-17,96280.0,96660.0,95010.0,95840.0,168678,127292,95907.0,镍,金属类,SHFE,NI0
2015-04-20,95980.0,96550.0,95200.0,95410.0,148104,116410,95910.0,镍,金属类,SHFE,NI0
2015-04-21,96260.0,96390.0,95630.0,95880.0,140930,110552,95912.0,镍,金属类,SHFE,NI0
2015-04-22,95910.0,96720.0,95750.0,96340.0,123898,110514,96260.0,镍,金属类,SHFE,NI0
2015-04-23,96120.0,96500.0,95600.0,95840.0,101064,110648,96146.0,镍,金属类,SHFE,NI0
2015-04-24,95840.0,97890.0,95700.0,97830.0,118180,113816,96660.0,镍,金属类,SHFE,NI0
2015-04-27,98000.0,101490.0,97990.0,101490.0,241858,116332,100093.0,镍,金属类,SHFE,NI0
2015-04-28,102490.0,104530.0,101420.0,102640.0,285686,111940,103114.0,镍,金属类,SHFE,NI0
2015-04-29,102370.0,104400.0,100550.0,101020.0,317634,111334,102440.0,镍,金属类,SHFE,NI0
2015-04-30,101190.0,106980.0,101170.0,105980.0,552304,126094,104075.0,镍,金属类,SHFE,NI0
2015-05-04,105760.0,108500.0,105480.0,107620.0,278828,128716,107009.0,镍,金属类,SHFE,NI0
2015-05-05,107850.0,109230.0,106160.0,107940.0,518260,133632,107997.0,镍,金属类,SHFE,NI0
2015-05-06,110000.0,113380.0,109690.0,113380.0,609024,134182,112101.0,镍,金属类,SHFE,NI0
2015-05-07,114580.0,115300.0,111060.0,112490.0,969004,123704,112960.0,镍,金属类,SHFE,NI0
2015-05-08,113700.0,114100.0,110000.0,112290.0,878412,118554,111819.0,镍,金属类,SHFE,NI0
2015-05-11,111810.0,114430.0,111060.0,113880.0,728054,128054,112550.0,镍,金属类,SHFE,NI0
